org_name,time,category,org_rating
Isparta Çarşı,2026-02-20 18:28:26,Retail and trade,4.4
,2026-03-09 20:54:25,Other and unspecified,
,2026-03-04 10:51:25,Other and unspecified,
Arnavutköy,2026-02-27 16:40:00,"Landmarks, addresses and geography",
Free Tour in Istanbul,2026-03-03 12:33:18,"Nature, parks and outdoor places",5.0
Anka koltuk atölye,2026-02-17 14:25:36,Sports and active recreation,
Düzce Millet Bahçesi,2026-02-17 14:28:17,"Culture, arts and entertainment",4.2
Ölüdeniz Mah.,2026-03-17 09:57:03,Government and municipal services,
Cumayeri Pakmaya Öğretmenevi Müdürlüğü,2026-03-12 16:26:23,"Tourism, lodging and travel",4.1
Akbaba Moda Plaza,2026-03-15 14:13:34,Retail and trade,3.7
Garanti BBVA ATM,2026-03-09 09:47:49,"Utilities, security and maintenance services",
Gani Gastro Cafe,2026-02-28 05:03:43,Food and beverages,4.3
,2026-03-05 15:48:57,Other and unspecified,
Düzce Toys Shop,2026-03-14 18:49:07,Food and beverages,4.1
