org_name,time,category,org_rating
Fuzuli Sok.,2026-02-27 22:12:00,"Landmarks, addresses and geography",
Rue O100,2026-03-07 21:17:03,"Landmarks, addresses and geography",
Am Zeppelinpark,2026-02-26 00:06:57,"Landmarks, addresses and geography",
,2026-02-28 00:32:36,Other and unspecified,
Yörem Mantı Unlu Mamülleri,2026-02-28 10:47:28,Food and beverages,5.0
Bolu Merkez,2026-03-01 11:34:46,"Nature, parks and outdoor places",
,2026-02-14 04:51:27,Other and unspecified,
Keller Mahalle Yolu Küme Evler,2026-03-14 21:36:20,"Landmarks, addresses and geography",
Tabaklar Mah.,2026-03-04 22:02:52,Government and municipal services,
Uşak Merkez ,2026-02-23 03:25:14,"Nature, parks and outdoor places",
Tarım Kredi Kooperatif Market,2026-03-11 10:53:10,Food and beverages,4.0
Isparta Petrol Turizm,2026-03-17 09:11:14,Transportation and logistics,
"İlhan Sok., No:10",2026-02-21 21:37:51,Agriculture,
Mudurnu,2026-02-28 17:58:29,"Landmarks, addresses and geography",
Gerede,2026-02-28 06:53:41,"Landmarks, addresses and geography",
Halk Kütüphanesi,2026-03-01 12:36:30,Government and municipal services,3.4
,2026-03-16 22:05:13,Other and unspecified,
Tarihi Sultan Hamamı,2026-02-20 09:38:12,"Beauty, personal care and wellness",4.3
Ankara Kalesi,2026-03-13 10:33:29,"Nature, parks and outdoor places",4.4
İspark - Gülhane Parkı Önü,2026-03-16 23:05:34,"Nature, parks and outdoor places",
Abant Köy Ürünleri Satış Reyonları,2026-03-09 20:02:43,Retail and trade,3.6
Bolu Şehirler Arası Otobüs Terminali,2026-03-08 03:30:49,"Landmarks, addresses and geography",1.1
Taşhan Cafe Restorant,2026-02-20 18:11:21,Food and beverages,3.8
"Şehit Ramazan Gel Sok., No:12",2026-02-21 19:38:06,Agriculture,
Ankara,2026-03-15 14:42:01,"Landmarks, addresses and geography",
Ereğli Çocuk Kütüphanesi,2026-03-01 12:36:57,Government and municipal services,1.7
,2026-02-28 13:24:48,Other and unspecified,
"Aşağı Mahalle Sok., No:1",2026-02-27 22:10:52,Agriculture,
"Belde Sok., No:9",2026-02-20 22:59:29,Agriculture,
,2026-03-11 11:26:57,Other and unspecified,
Derinkuyu Yeraltı Şehri,2026-03-16 15:50:07,"Nature, parks and outdoor places",4.8
Bolu Şehirler Arası Otobüs Terminali,2026-02-24 08:36:06,"Landmarks, addresses and geography",1.1
,2026-03-10 04:00:19,Other and unspecified,
Kırmızı Türbe Mezarlığı,2026-02-27 21:46:05,Other and unspecified,
Bolu İmam Hatip Ortaokulu,2026-02-14 09:03:32,Education and training,
Opel Servis,2026-02-19 10:41:42,"Automotive, motorcycles and vehicles",4.3
Hızır İnternet Cafe,2026-02-14 22:28:32,Food and beverages,4.9
Teknoway,2026-03-10 18:16:47,Retail and trade,3.9
"İlhan Sok., No:10",2026-02-21 21:38:37,Agriculture,
Ceylan Sok.,2026-03-06 22:25:54,"Landmarks, addresses and geography",
Mehmet Zekai Konrapa Bul.,2026-03-06 22:39:17,"Landmarks, addresses and geography",
4306. Sok.,2026-03-08 21:46:28,"Landmarks, addresses and geography",
Acıpınar Köyü,2026-02-27 18:26:07,"Landmarks, addresses and geography",
,2026-02-14 07:32:41,Other and unspecified,
"Sakarya Sok., No:5",2026-03-04 22:06:49,Agriculture,
Ceylan Sok.,2026-03-06 22:24:26,"Landmarks, addresses and geography",
"Sabah Sok., No:3",2026-03-04 20:49:49,Agriculture,
Ulu Cami,2026-03-13 10:45:50,Religion and community organizations,5.0
,2026-03-11 10:52:40,Other and unspecified,
Egopark Self Servis Oto Yıkama,2026-02-26 16:30:16,"Automotive, motorcycles and vehicles",
Bıçakoğlu Tuhafiye,2026-03-17 14:16:41,Retail and trade,
Gayrettepe Metro Duragi,2026-03-09 23:58:48,"Nature, parks and outdoor places",0.0
Balıkesir Astsubay Subaylar Meslek Yüksekokulu,2026-03-04 13:10:05,Education and training,
,2026-02-26 20:58:04,Other and unspecified,
"Mimar Sinan Sok., No:17",2026-02-23 19:46:17,Agriculture,
Bolu,2026-02-14 10:42:02,"Landmarks, addresses and geography",
Konyalı Etli Ekmek Fırın Kebabı,2026-03-14 15:14:31,Food and beverages,4.7
"1. İkitelli Cad., No:42",2026-03-01 08:36:28,Agriculture,
Gerede,2026-03-17 14:17:47,"Landmarks, addresses and geography",
,2026-03-04 09:20:21,Other and unspecified,
Yeniçağa,2026-03-07 21:18:34,"Landmarks, addresses and geography",
"Fuzuli Sok., No:9/A",2026-02-27 22:12:18,"Landmarks, addresses and geography",
Çavuşlar Sok.,2026-03-06 20:48:16,"Landmarks, addresses and geography",
Yedigöller Milli Parkı,2026-02-16 17:24:47,"Nature, parks and outdoor places",4.7
Akçaşehir Köyü,2026-02-14 16:59:06,"Landmarks, addresses and geography",
Bolu Orhan Gazi Ortaokulu,2026-03-12 12:50:32,Education and training,0.0
"Ertuğrul Gazi Cad., No:21/2B",2026-03-01 08:37:35,Agriculture,
Bıçakoğlu Tuhafiye,2026-03-17 14:14:47,Retail and trade,
"Ömer Seyfettin Sok., No:11",2026-03-15 18:13:24,Agriculture,
Bolu Hanzade yöresel,2026-02-28 20:10:02,Food and beverages,5.0
"Alagöz Sok., No:6",2026-02-18 19:42:26,"Landmarks, addresses and geography",
Köroğlu Beton,2026-03-11 08:16:37,"Construction, renovation and interior",4.1
S.S Ayaş Akkaya Köyü Tarımsal Kalkınma Kooperatifi,2026-03-06 19:21:52,Food and beverages,4.3
,2026-02-16 23:12:41,Other and unspecified,
D-750,2026-03-07 21:17:53,"Landmarks, addresses and geography",
Istanbul Airport,2026-03-09 23:57:37,Transportation and logistics,4.6
Güverte Lokantası,2026-02-14 14:49:57,Food and beverages,4.5
Kırmızı Türbe Mezarlığı,2026-02-27 21:45:44,Other and unspecified,
Migros,2026-02-19 10:05:25,Food and beverages,4.0
Kovancılar,2026-02-20 23:21:34,"Landmarks, addresses and geography",
Peçko Pide ve Yöresel Lezzetler,2026-03-01 15:56:06,Food and beverages,
Metro Turizm,2026-03-04 20:56:34,Transportation and logistics,3.3
,2026-03-08 13:25:57,Other and unspecified,
Cehennemağzı Mağaraları,2026-03-09 06:16:02,"Nature, parks and outdoor places",4.3
"Çömlekçiler Cad., No:29",2026-03-08 20:43:49,Agriculture,
Köroğlu Beton,2026-03-09 14:11:53,"Construction, renovation and interior",4.1
Düztepe Avm,2026-03-11 10:46:18,Retail and trade,
Fatih Camii,2026-03-02 02:53:50,Religion and community organizations,5.0
,2026-03-14 09:22:18,Other and unspecified,
"4306. Sok., No:3",2026-03-08 21:51:36,"Landmarks, addresses and geography",
Bolu Merkez,2026-03-15 14:28:46,"Nature, parks and outdoor places",
Sakarya - Karasu Yolu,2026-03-04 22:06:14,"Landmarks, addresses and geography",
Aşağı Mahalle Sok.,2026-02-27 22:10:46,"Landmarks, addresses and geography",
Yedigöller Milli Parkı,2026-03-17 15:44:52,"Nature, parks and outdoor places",4.7
